Date,Open,High,Low,Close,Volume
2025-07-10 01:20:00,2774.43,2774.43,2766.35,2767.06,1723.8237
2025-07-10 01:25:00,2767.07,2771.0,2767.07,2770.27,953.1212
2025-07-10 01:30:00,2770.27,2773.44,2767.73,2771.72,1150.0969
2025-07-10 01:35:00,2771.73,2774.1,2771.72,2774.1,1027.3957
2025-07-10 01:40:00,2774.09,2774.29,2772.69,2773.13,1059.568
2025-07-10 01:45:00,2773.13,2773.18,2770.73,2772.48,1199.5585
2025-07-10 01:50:00,2772.49,2778.22,2771.99,2776.6,2016.3604
2025-07-10 01:55:00,2776.61,2778.04,2773.54,2774.38,857.3373
2025-07-10 02:00:00,2774.38,2779.34,2773.74,2777.11,1066.4582
2025-07-10 02:05:00,2777.11,2783.0,2777.11,2781.88,2869.6772
2025-07-10 02:10:00,2781.88,2789.85,2780.93,2786.85,4401.4948
2025-07-10 02:15:00,2786.86,2786.86,2781.74,2784.24,3692.179
2025-07-10 02:20:00,2784.24,2789.62,2784.17,2787.99,2377.9517
2025-07-10 02:25:00,2787.99,2798.0,2784.18,2785.0,5956.2454
2025-07-10 02:30:00,2785.0,2789.26,2779.2,2779.66,2976.3022
2025-07-10 02:35:00,2779.65,2781.22,2776.32,2778.24,2517.9698
2025-07-10 02:40:00,2778.23,2781.49,2778.23,2779.2,1973.8908
2025-07-10 02:45:00,2779.21,2782.5,2777.29,2781.51,2000.9066
2025-07-10 02:50:00,2781.5,2782.38,2779.85,2781.05,903.4375
2025-07-10 02:55:00,2781.05,2784.94,2780.0,2783.43,577.9266
2025-07-10 03:00:00,2783.42,2786.79,2783.34,2785.18,1724.7531
2025-07-10 03:05:00,2785.18,2790.73,2785.17,2787.02,964.3913
2025-07-10 03:10:00,2787.01,2787.02,2782.74,2782.74,1284.5542
2025-07-10 03:15:00,2782.74,2786.92,2780.86,2783.62,1335.9437
2025-07-10 03:20:00,2783.62,2783.63,2777.68,2778.29,1113.2
2025-07-10 03:25:00,2778.29,2778.5,2776.47,2777.93,701.557
2025-07-10 03:30:00,2777.93,2779.2,2771.0,2774.1,2050.7531
2025-07-10 03:35:00,2774.11,2775.0,2772.68,2773.48,877.5838
2025-07-10 03:40:00,2773.49,2773.49,2771.65,2773.17,514.1755
2025-07-10 03:45:00,2773.16,2773.71,2770.87,2773.3,1303.6954
2025-07-10 03:50:00,2773.3,2776.16,2773.29,2775.29,948.7194
2025-07-10 03:55:00,2775.29,2776.5,2775.02,2776.13,582.2164
2025-07-10 04:00:00,2776.13,2776.13,2770.75,2771.24,745.3439
2025-07-10 04:05:00,2771.24,2771.64,2767.37,2767.48,1730.8886
2025-07-10 04:10:00,2767.47,2769.19,2765.56,2766.24,3175.5696
2025-07-10 04:15:00,2766.23,2769.5,2765.53,2768.69,1101.8342
2025-07-10 04:20:00,2768.69,2770.94,2767.68,2770.94,794.5709
2025-07-10 04:25:00,2770.94,2772.34,2770.03,2771.23,798.1907
2025-07-10 04:30:00,2771.24,2775.4,2771.23,2775.0,4569.936
2025-07-10 04:35:00,2775.0,2775.95,2773.88,2775.22,3211.781
2025-07-10 04:40:00,2775.23,2779.23,2775.0,2778.44,3123.3884
2025-07-10 04:45:00,2778.45,2779.93,2776.52,2778.68,793.4202
